tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
1LP-875,Lighting,390.0054824,395.4455315,387.0071057,94.98543843,110.4905488,106.7881612,36.01502065,0.091,0.048,0.139,Normal,Normal operation,None,104.0880495
7G-279A,Generator,389.7338565,385.9582577,393.0787097,39.44530162,94.99863818,32.95256603,65.37693273,0.094,0.04,0.134,Normal,Normal operation,None,55.79883528
6SA-906B,SurgeArrestor,385.2900739,400.9943548,407.8983063,130.5992504,74.35351178,58.18614701,56.02760392,0.014,0.011,0.025,Normal,Normal operation,None,87.71296973
5G-143B,Generator,391.2883445,400.3656013,390.2486317,28.85084017,34.06435753,131.5025089,31.33073617,0.064,0.025,0.089,Normal,Normal operation,None,64.80590221
5PM-874B,Motor,406.1699117,382.1355093,401.6990783,41.98309222,134.2686933,20.42260307,89.114071,0.081,0.01,0.091,Normal,Normal operation,None,65.55812954
3LP-255A,Lighting,397.8925342,412.2553268,413.3749751,110.8575264,110.7461225,36.46829114,42.28109951,0.091,0.009,0.1,Normal,Normal operation,None,86.02398
6SB-222B,Switchboard,406.3067445,396.7207971,380.9716074,61.98613938,29.77588499,92.72567628,52.69067358,0.088,0.032,0.12,Normal,Normal operation,None,61.49590021
1BB-302,Battery,382.7797805,400.1804333,409.0745698,106.1325817,124.1972789,24.73522533,46.99704385,0.019,0.032,0.051,Normal,Normal operation,None,85.0216953
4PM-305B,Motor,397.9357437,401.772715,383.2262995,22.81562438,91.83351161,80.48933501,36.22684719,0.057,0.013,0.07,Normal,Normal operation,None,65.046157
7CAP-498,CapacitorBank,383.628276,411.2882292,400.0478022,139.1543584,133.7552976,124.101332,90.87871806,0.071,0.049,0.12,Overload,Load exceeded limit,Thermal,132.336996
4G-599A,Generator,401.6880651,407.4203235,393.1340831,126.4373411,78.53955827,67.26365793,29.4926904,0.059,0.006,0.065,Normal,Normal operation,None,90.74685245
4CT-655B,CT,411.2718039,395.7538873,412.311352,131.5781354,65.6357277,52.26783906,46.14408928,0.093,0.04,0.133,Normal,Normal operation,None,83.16056739
5G-770B,Generator,390.9293987,416.4379617,396.8781234,96.8160856,109.7577663,123.792373,55.39328119,0.096,0.04,0.136,Normal,Normal operation,None,110.122075
3TR-393A,Transformer,397.6848798,385.9695075,404.0013861,89.48643618,120.3240404,141.4377357,72.76188135,0.013,0.006,0.019,Normal,Normal operation,None,117.0827374
4CAP-947A,CapacitorBank,388.3835451,385.6901381,417.2242658,52.2561207,32.48820172,91.77129062,32.65303474,0.097,0.032,0.129,Normal,Normal operation,None,58.83853768
1CB-403B,CircuitBreaker,416.3974305,408.5967424,417.363783,124.6485069,63.93172064,56.5800988,94.08518556,0.091,0.008,0.099,Overheating,High temperature,Thermal,81.72010877
6PLC-662B,PLC,380.6767469,409.4600647,409.4946511,125.1533689,42.95376284,26.33316614,53.25974799,0.043,0.04,0.083,Normal,Normal operation,None,64.81343263
3LP-202B,Lighting,396.9855167,405.4048448,385.8532474,113.6658018,80.46617206,51.81189176,81.26774205,0.071,0.038,0.109,Normal,Normal operation,None,81.98128855
3PT-495B,PT,392.0214132,416.0518021,416.8214516,71.5317565,88.56577194,106.3943651,76.23064907,0.086,0.029,0.115,Normal,Normal operation,None,88.8306312
3BB-577A,Battery,400.6804109,401.210582,400.3130248,118.6828012,60.94771854,78.09542571,61.96409817,0.081,0.029,0.11,Normal,Normal operation,None,85.90864849
7PT-446A,PT,380.2886655,394.4723755,400.4679801,30.44386061,134.1366792,131.2565133,45.67839817,0.029,0.049,0.078,Normal,Normal operation,None,98.61235104
2PLC-896,PLC,380.8366543,414.3872935,400.7743281,109.3699586,50.03466586,131.7419336,70.90385665,0.054,0.025,0.079,Normal,Normal operation,None,97.0488527
2SNS-510,Sensor,419.7087844,411.623592,382.8290897,110.1778899,136.9094843,111.301223,60.53548763,0.062,0.035,0.097,Normal,Normal operation,None,119.4628657
5VFD-650B,VFD,409.8100884,380.8430055,384.9576657,122.8311983,58.71924744,124.642559,72.40539358,0.06,0.037,0.097,Normal,Normal operation,None,102.0643349
4SNS-978A,Sensor,388.3246355,387.7582865,390.4415322,107.7571618,78.30803651,56.38587145,40.39276433,0.059,0.036,0.095,Normal,Normal operation,None,80.81702326
4PT-380B,PT,395.1324523,419.1666176,390.9253809,83.53987069,24.43409995,20.16962755,57.6576459,0.05,0.021,0.071,Normal,Normal operation,None,42.71453273
3LP-512A,Lighting,399.5552469,409.1444594,411.5697935,71.6955865,74.19803706,122.9357547,54.78606066,0.088,0.009,0.097,Normal,Normal operation,None,89.60979274
6UPS-827B,UPS,397.0929026,380.8207305,391.22614,142.1655323,116.5796802,145.8090331,44.26263914,0.067,0.042,0.109,Overload,Load exceeded limit,Thermal,134.8514152
7PT-693B,PT,400.3521239,392.7492101,402.2219479,139.5178855,46.42825484,33.37484662,77.06603413,0.048,0.039,0.087,Normal,Normal operation,None,73.10699564
3SB-350B,Switchboard,382.1596661,396.4004264,414.1977712,107.5868738,54.0506808,44.34942402,69.58599395,0.021,0.036,0.057,Normal,Normal operation,None,68.66232622
7LP-538B,Lighting,405.844827,404.5688282,406.5267242,98.77345592,148.9144636,39.71157772,67.35983745,0.016,0.017,0.033,Normal,Normal operation,None,95.79983242
7PT-816B,PT,415.95205,419.8029255,414.1829507,112.0631154,35.12033797,56.62209252,49.2224125,0.085,0.047,0.132,Normal,Normal operation,None,67.93518198
6G-807,Generator,387.583717,396.8951553,412.5671088,100.5125541,51.92535158,104.8352357,61.28246207,0.053,0.036,0.089,Normal,Normal operation,None,85.7577138
4SNS-232,Sensor,417.6456361,385.2405021,398.7681189,59.66765034,25.09075826,42.99759981,56.5621968,0.057,0.038,0.095,Normal,Normal operation,None,42.58533614
5PLC-704B,PLC,410.5918995,409.2886556,406.9944088,112.9939364,139.7109662,68.71926814,97.82263871,0.022,0.023,0.045,Overheating,High temperature,Thermal,107.1413902
2SNS-345,Sensor,416.5380785,401.4853343,414.8175904,103.290129,25.18542001,148.2567211,78.18007767,0.031,0.042,0.073,Normal,Normal operation,None,92.24409003
5PT-679B,PT,393.5799326,392.712923,394.5481656,37.41110438,78.79493697,62.48403181,26.29695582,0.055,0.017,0.072,Normal,Normal operation,None,59.56335772
2G-264B,Generator,386.8439212,394.4742563,390.7233207,95.70007304,55.01193724,46.0534326,25.39329565,0.046,0.027,0.073,Normal,Normal operation,None,65.58848096
1SA-198B,SurgeArrestor,384.4968259,398.1589311,392.6026637,82.06985526,128.7649174,110.4242473,99.54002228,0.046,0.009,0.055,Overheating,High temperature,Thermal,107.08634
5G-419B,Generator,409.879505,401.9490712,409.8095586,20.55127979,96.38142864,110.9737469,90.55051838,0.053,0.019,0.072,Overheating,High temperature,Thermal,75.96881843
4SA-191B,SurgeArrestor,406.3625118,383.5932928,414.6514258,104.0740025,54.42347922,131.6774938,63.90546982,0.044,0.02,0.064,Normal,Normal operation,None,96.72499184
2PM-587A,Motor,405.1185074,419.827228,419.1617403,24.74296178,139.2714381,82.50074061,98.71415042,0.05,0.021,0.071,Overheating,High temperature,Thermal,82.1717135
1PM-803B,Motor,403.6639426,409.5616764,400.2558887,138.3385779,131.8696192,144.3530982,77.05408307,0.013,0.045,0.058,Overload,Load exceeded limit,Thermal,138.1870984
7SA-113,SurgeArrestor,385.4109196,395.1360806,388.40101,116.3106843,46.78774649,67.46788449,33.56465292,0.011,0.017,0.028,Normal,Normal operation,None,76.85543843
7UPS-964A,UPS,381.4593673,387.4176735,385.3015865,104.3981811,100.5144743,87.91136418,96.29725969,0.075,0.024,0.099,Overheating,High temperature,Thermal,97.60800653
6CB-345B,CircuitBreaker,405.7845314,387.2271971,393.014357,139.7608081,148.8008963,146.7168028,59.93105488,0.068,0.023,0.091,Overload,Load exceeded limit,Thermal,145.0928357
5SB-947,Switchboard,399.8132492,406.9708155,381.8494247,93.33535373,128.6235546,43.82736116,54.51367286,0.017,0.008,0.025,Normal,Normal operation,None,88.59542317
7TR-349,Transformer,409.154496,412.6915489,407.8519652,133.026434,118.2564954,90.46710694,46.70565251,0.03,0.042,0.072,Normal,Normal operation,None,113.9166788
3LP-566B,Lighting,409.7156858,418.7815154,384.2444723,142.568558,112.3714717,131.8105225,81.23347471,0.017,0.04,0.057,Overload,Load exceeded limit,Thermal,128.9168508
6CT-395B,CT,380.8985092,402.7302458,406.1082247,142.0446777,56.8724225,126.5765412,31.47892735,0.1,0.038,0.138,Normal,Normal operation,None,108.4978805
3CB-285B,CircuitBreaker,394.4191772,383.4061753,403.1057652,63.32423408,134.153477,21.77216773,61.49457156,0.088,0.01,0.098,Normal,Normal operation,None,73.08329293
1PT-596,PT,418.988029,419.4946806,398.0667552,79.65250411,134.9024445,131.254937,94.90772516,0.062,0.031,0.093,Overheating,High temperature,Thermal,115.2699619
3G-911A,Generator,412.6623303,416.6649356,407.8525941,35.9731356,94.57426609,66.39995282,66.36006302,0.071,0.007,0.078,Normal,Normal operation,None,65.64911817
7CB-808B,CircuitBreaker,412.1862089,399.4007997,415.6222279,69.48197224,67.05424492,140.1926483,86.41405143,0.027,0.012,0.039,Normal,Normal operation,None,92.24295515
7CAP-778A,CapacitorBank,402.153831,395.165373,382.2335251,87.31117978,135.8415387,99.31673282,49.60071719,0.028,0.024,0.052,Normal,Normal operation,None,107.4898171
1SNS-379A,Sensor,394.7651456,398.3484523,405.1291795,31.0463113,44.54161184,57.2878903,67.8933823,0.029,0.047,0.076,Normal,Normal operation,None,44.29193781
7SNS-205,Sensor,413.7008116,407.0050264,405.106203,34.17973388,99.12549055,144.1823081,36.28221504,0.099,0.013,0.112,Normal,Normal operation,None,92.49584419
2LP-371B,Lighting,408.8599298,397.4058655,418.3565232,116.9400064,81.99215076,139.574673,90.66290828,0.023,0.043,0.066,Overheating,High temperature,Thermal,112.8356101
4G-165B,Generator,394.5943744,406.3111003,393.1829781,139.6713802,129.2563337,51.03529276,38.00058645,0.051,0.049,0.1,Normal,Normal operation,None,106.6543355
5PT-774,PT,415.2116048,396.9032123,382.6933557,26.56330934,35.55487898,111.9257886,47.08605184,0.028,0.037,0.065,Normal,Normal operation,None,58.01465898
4CAP-359,CapacitorBank,392.3763716,394.5119367,399.5488503,58.84515879,59.57062029,89.34106673,62.24210572,0.04,0.044,0.084,Normal,Normal operation,None,69.25228194
3TR-200A,Transformer,387.5337969,385.3923469,416.1807887,50.22458615,90.32121594,58.93568092,74.55947015,0.063,0.047,0.11,Normal,Normal operation,None,66.49382767
2SNS-634B,Sensor,408.9394757,415.996748,400.0179666,23.57638602,66.10137292,67.67937868,49.41944186,0.021,0.049,0.07,Normal,Normal operation,None,52.45237921
6CB-942A,CircuitBreaker,412.1487536,419.4061328,381.5360946,142.3712228,76.23094495,114.2544167,26.03478656,0.052,0.027,0.079,Normal,Normal operation,None,110.9521948
6UPS-727B,UPS,398.9820951,411.739508,408.410412,135.7060304,144.5743891,46.96839724,82.87982189,0.094,0.039,0.133,Normal,Normal operation,None,109.0829389
1SA-793A,SurgeArrestor,414.6236482,410.8963936,381.81658,90.72881887,41.25412483,63.53397011,77.94318878,0.066,0.024,0.09,Normal,Normal operation,None,65.1723046
3UPS-436A,UPS,401.3203205,391.5015312,383.3686386,39.96897468,102.0545329,68.26885752,75.88535126,0.034,0.041,0.075,Normal,Normal operation,None,70.09745504
7PT-930A,PT,402.571398,381.14922,413.3582705,130.9187798,26.95171879,53.90829333,62.77490429,0.017,0.038,0.055,Normal,Normal operation,None,70.59293063
4LP-193,Lighting,387.3948108,411.8130187,408.9571516,101.3447511,53.69959298,61.64022006,37.60358955,0.047,0.02,0.067,Normal,Normal operation,None,72.22818805
7SB-146,Switchboard,407.3253232,417.9829423,416.8177842,107.7052249,69.73207621,68.60058238,81.33450219,0.092,0.006,0.098,Normal,Normal operation,None,82.01262784
3CT-439,CT,400.0389477,413.8759654,404.3257438,138.5527425,22.64198033,136.8158849,96.21557865,0.083,0.029,0.112,Overheating,High temperature,Thermal,99.33686923
3G-340,Generator,415.350695,381.5298936,414.3800158,87.81455293,96.68571975,70.19335754,97.6192165,0.071,0.012,0.083,Overheating,High temperature,Thermal,84.89787674
6SNS-494A,Sensor,408.348367,418.4155308,409.7581329,91.87248093,115.7793028,113.0520408,59.73046991,0.034,0.029,0.063,Normal,Normal operation,None,106.9012748
1CT-598B,CT,394.0568918,396.6024279,385.4614205,58.26150814,36.1152797,130.5121337,48.0738472,0.048,0.048,0.096,Normal,Normal operation,None,74.96297386
3CB-505A,CircuitBreaker,389.7324823,383.1336121,386.7595198,134.12701,87.2036495,74.02196761,85.104569,0.073,0.019,0.092,Normal,Normal operation,None,98.45087572
2SNS-559B,Sensor,393.951656,402.5673239,419.5874403,76.36930442,40.73991,33.56240598,81.89291787,0.053,0.03,0.083,Normal,Normal operation,None,50.22387347
3PM-551,Motor,410.5500707,407.1927365,403.1610549,43.65319355,139.2021677,111.6373789,73.90150566,0.01,0.018,0.028,Normal,Normal operation,None,98.16424673
5TR-464B,Transformer,418.8120421,417.7876008,385.6639516,31.44004694,112.5329489,91.49317088,58.54876756,0.089,0.041,0.13,Normal,Normal operation,None,78.48872224
2BB-722A,Battery,408.6947235,382.5676209,384.8029021,107.6158067,26.88807927,25.41889315,28.80850343,0.039,0.021,0.06,Normal,Normal operation,None,53.30759305
2UPS-121,UPS,404.8355363,397.3622365,418.4791575,40.28811847,62.29043838,76.78176189,48.76219755,0.061,0.017,0.078,Normal,Normal operation,None,59.78677292
2CAP-131A,CapacitorBank,385.6539416,419.6369727,415.7637783,111.0505407,138.2962337,121.0891571,74.42940757,0.047,0.046,0.093,Overload,Load exceeded limit,Thermal,123.4786438
7CAP-542B,CapacitorBank,406.9360301,411.1644025,415.6049811,39.38627402,87.24604991,97.75216766,91.01088167,0.016,0.015,0.031,Overheating,High temperature,Thermal,74.79483053
6TR-638A,Transformer,398.9467135,382.2277573,396.9903617,128.2255012,91.79681791,148.2375614,57.96169805,0.062,0.023,0.085,Overload,Load exceeded limit,Thermal,122.7532935
3PLC-842A,PLC,404.1435342,417.9926269,386.5029645,61.03556597,21.2023799,129.2077619,95.67862732,0.058,0.019,0.077,Overheating,High temperature,Thermal,70.4819026
4CB-740A,CircuitBreaker,384.9284471,388.8205395,383.0470939,50.41480575,111.4558734,36.8683631,73.40109216,0.026,0.006,0.032,Normal,Normal operation,None,66.24634742
3PM-545B,Motor,410.7991611,403.5280263,399.4769897,100.8682341,59.62016406,53.85256435,90.07579867,0.015,0.041,0.056,Overheating,High temperature,Thermal,71.44698752
3BB-350,Battery,399.8463874,419.9580547,382.2174543,47.14081044,38.14773451,75.85433561,29.06875743,0.076,0.009,0.085,Normal,Normal operation,None,53.71429352
3TR-855,Transformer,385.5897168,399.6642628,381.8558151,112.3943011,141.5819741,39.7823876,86.80144668,0.035,0.038,0.073,Normal,Normal operation,None,97.91955427
7SA-105A,SurgeArrestor,390.569593,415.2581969,395.5066317,116.0905212,26.75935585,142.6490869,75.80942729,0.083,0.015,0.098,Normal,Normal operation,None,95.16632132
1SNS-804,Sensor,382.4124969,419.1658473,408.5896023,91.85246664,138.9406204,103.3672981,67.27390267,0.036,0.022,0.058,Normal,Normal operation,None,111.386795
4SB-217A,Switchboard,389.2831957,394.1248614,382.6772358,119.9805197,121.7618401,122.971202,96.70121409,0.023,0.029,0.052,Overload,Load exceeded limit,Thermal,121.5711873
2SNS-531B,Sensor,390.5791293,394.0016696,392.2999369,85.61891047,112.1683516,77.49234548,86.86997891,0.04,0.013,0.053,Normal,Normal operation,None,91.75986918
3G-911B,Generator,387.1132698,402.9894494,412.5130464,122.6811073,78.89500705,80.26690545,34.96410697,0.085,0.02,0.105,Normal,Normal operation,None,93.94767328
6LP-768,Lighting,386.8657239,408.2929085,387.2172752,108.5303442,131.2152111,75.47402024,80.38282264,0.063,0.035,0.098,Normal,Normal operation,None,105.0731918
3PLC-394A,PLC,389.399862,414.3820557,395.6800311,117.0059634,147.9842051,83.08045612,77.54337967,0.063,0.047,0.11,Normal,Normal operation,None,116.0235415
6CAP-704A,CapacitorBank,418.130222,400.5744771,390.8315657,140.0510433,134.2806904,106.8744226,82.38228202,0.046,0.018,0.064,Overload,Load exceeded limit,Thermal,127.0687188
7PM-859,Motor,401.403649,406.0047651,396.3879452,134.3797161,23.67561621,112.0966718,38.4816515,0.082,0.026,0.108,Normal,Normal operation,None,90.05066803
7PM-967B,Motor,397.0834547,416.0280336,387.512937,98.77291674,74.98209812,74.30772461,44.97181777,0.076,0.013,0.089,Normal,Normal operation,None,82.68757982
2VFD-302B,VFD,388.6924973,381.8187649,414.1864907,79.85006485,21.94074703,114.4430835,84.82059346,0.093,0.018,0.111,Normal,Normal operation,None,72.07796514
2UPS-339B,UPS,404.2211267,391.2820218,414.8989184,73.02851031,52.11889873,93.48857832,52.37303194,0.06,0.015,0.075,Normal,Normal operation,None,72.87866245
5G-479A,Generator,404.9411634,395.8304986,417.8232568,107.2490619,104.5819582,144.1975737,75.23515783,0.051,0.031,0.082,Normal,Normal operation,None,118.6761979
7G-349A,Generator,408.5734528,417.3935007,409.3149505,32.39148134,96.87593754,25.21389368,60.38812252,0.05,0.027,0.077,Normal,Normal operation,None,51.49377086
5SB-508B,Switchboard,393.5645512,384.8489114,403.0302136,114.2263061,49.5947728,71.6220201,62.17664076,0.053,0.015,0.068,Normal,Normal operation,None,78.48103301
5CAP-755,CapacitorBank,395.1056657,391.6606546,419.3127618,39.13319561,135.0122953,110.1977261,99.77483066,0.071,0.035,0.106,Overheating,High temperature,Thermal,94.78107234
7LP-561B,Lighting,418.2995106,418.5186518,415.1603883,29.73554931,29.05335644,41.13258129,78.51047517,0.064,0.007,0.071,Normal,Normal operation,None,33.30716235
7BB-792B,Battery,393.5792645,411.8335812,394.1269858,136.761418,20.958153,31.60784026,73.40085678,0.03,0.04,0.07,Normal,Normal operation,None,63.10913707
3VFD-884A,VFD,389.5579953,406.8187973,402.7025893,67.09546056,52.45493927,58.00911137,57.09038849,0.04,0.044,0.084,Normal,Normal operation,None,59.18650373
6CAP-388B,CapacitorBank,391.8250456,399.8379234,381.73127,107.4486183,144.5665705,143.5231501,32.17320657,0.05,0.034,0.084,Overload,Load exceeded limit,Thermal,131.8461129
4PM-654B,Motor,416.9125036,419.5821861,414.8644666,33.49640516,29.82357031,131.5057531,84.66693295,0.064,0.02,0.084,Normal,Normal operation,None,64.94190954
1LP-983A,Lighting,412.5214459,407.5528718,403.3438874,143.0584361,59.6534583,30.76017687,53.71550542,0.025,0.03,0.055,Normal,Normal operation,None,77.82402376
1SB-771A,Switchboard,389.4939778,406.3165798,380.2829808,112.1395635,32.27543365,92.85793567,36.38064615,0.023,0.017,0.04,Normal,Normal operation,None,79.0909776
4BB-698B,Battery,391.8208404,414.082324,409.5220992,101.7429198,95.47178538,139.871041,85.78399205,0.057,0.045,0.102,Normal,Normal operation,None,112.3619154
7BB-935B,Battery,381.0859143,416.2615977,398.3784544,26.52377781,21.37374303,60.30069852,47.75207448,0.055,0.041,0.096,Normal,Normal operation,None,36.06607312
1SA-853,SurgeArrestor,383.49301,402.3045188,381.8694461,54.40879104,23.13163451,114.7328567,79.89583024,0.019,0.031,0.05,Normal,Normal operation,None,64.0910941
